gene_id,0,3,4,6
"""SCAF8""",chr6,154733378,154834244,+
"""SCAI""",chr9,124942609,125143559,-
"""SCAMP1""",chr5,78360503,78480739,+
"""SCAMP1-AS1""",chr5,78358764,78360541,-
"""SCAMP2""",chr15,74844856,74873329,-
"""SCAMP3""",chr1,61002,155262385,-
"""SCAMP4""",chr19,1905374,1926013,+
"""SCAMP5""",chr15,74995535,75021495,+
"""SCAND1""",chr20,35953617,35955359,-
"""SCAND2P""",chr15,84631460,84642463,+
"""SCAP""",chr3,47413694,47475955,-
"""SCAPER""",chr15,76348186,76883876,-
"""SCARA3""",chr8,27634060,27676769,+
"""SCARA5""",chr8,27869882,27992852,-
"""SCARB1""",chr12,124777628,124863973,-
"""SCARB2""",chr4,76158739,76213899,-
"""SCARF1""",chr17,63886,1645789,-
"""SCARF2""",chr22,20424584,20437859,-
"""SCARNA1""",chr1,27834401,27834566,+
"""SCARNA10""",chr12,6510222,6510551,+
"""SCARNA11""",chr12,6581473,6581609,-
"""SCARNA12""",chr12,6967337,6967606,-
"""SCARNA13""",chr14,95533355,95533629,-
"""SCARNA14""",chr15,66347206,66347342,-
"""SCARNA15""",chr15,82755945,82756071,+
"""SCARNA16""",chr17,77089307,77089493,+
"""SCARNA17""",chr18,49814023,49814443,+
"""SCARNA18""",chr5,83064204,83064337,-
"""SCARNA2""",chr1,109100193,109100612,+
"""SCARNA20""",chr17,60231516,60231645,-
"""SCARNA21""",chr17,7906123,7906260,+
"""SCARNA22""",chr4,1974636,1974760,+
"""SCARNA23""",chrX,24744441,24744570,+
"""SCARNA26A""",chr1,155679108,155679255,-
"""SCARNA26B""",chr1,155783685,155783832,-
"""SCARNA27""",chr6,8086408,8086533,-
"""SCARNA28""",chr7,98881697,98881890,+
"""SCARNA3""",chr1,175968397,175968540,-
"""SCARNA4""",chr1,155925958,155926086,-
"""SCARNA5""",chr2,233275726,233276003,+
"""SCARNA6""",chr2,233288676,233288941,+
"""SCARNA7""",chr3,160514907,160515236,-
"""SCARNA8""",chr9,19063656,19063786,-
"""SCARNA9""",chr11,93721514,93721866,+
"""SCARNA9L""",chrX,20136066,20136413,-
"""SCART1""",chr10,133453928,133468445,+
"""SCCPDH""",chr1,246724076,246768138,+
"""SCD""",chr10,100347015,100364831,+
"""SCD5""",chr4,82629537,82798857,-
"""SCEL""",chr13,77535674,77645263,+
"""SCEL-AS1""",chr13,77599756,77606551,-
"""SCFD1""",chr14,30622254,30735827,+
"""SCFD2""",chr4,52872984,53366075,-
"""SCG2""",chr2,223596940,223602499,-
"""SCG3""",chr15,51681353,51721026,+
"""SCG5""",chr15,4856253,32697097,+
"""SCGB1A1""",chr11,62419035,62423206,+
"""SCGB1B2P""",chr19,34576733,34577691,-
"""SCGB1C1""",chr11,193080,194573,+
"""SCGB1C2""",chr17,77571,138992,+
"""SCGB1D1""",chr11,62190238,62193537,+
"""SCGB1D2""",chr11,62242252,62244808,+
"""SCGB1D4""",chr11,62296282,62299064,-
"""SCGB2A1""",chr11,62208668,62213939,+
"""SCGB2A2""",chr11,62270155,62273157,+
"""SCGB2B2""",chr19,34593441,34594585,-
"""SCGB2B3P""",chr19,34645873,34646052,+
"""SCGB3A1""",chr5,180590105,180591487,-
"""SCGB3A2""",chr5,147878711,147882193,+
"""SCGN""",chr6,25652201,25701780,+
"""SCHIP1""",chr3,159273247,159897366,+
"""SCHLAP1""",chr2,180692104,180916939,+
"""SCIMP""",chr17,5208921,5234860,-
"""SCIN""",chr7,12570577,12653603,+
"""SCLT1""",chr4,128883995,129093607,-
"""SCLY""",chr2,238060924,238099413,+
"""SCMH1""",chr1,41027199,41242143,-
"""SCML1""",chrX,17737449,17754988,+
"""SCML2""",chrX,18239313,18354724,-
"""SCML4""",chr6,107702157,107824317,-
"""SCN10A""",chr3,38697346,38794010,-
"""SCN11A""",chr3,38845769,38953651,-
"""SCN1A""",chr2,165989160,166149132,-
"""SCN1B""",chr19,35030688,35040449,+
"""SCN2A""",chr2,165239402,165392310,+
"""SCN2B""",chr11,118162804,118176622,-
"""SCN3A""",chr2,165087520,165204067,-
"""SCN3B""",chr11,123629187,123654607,-
"""SCN4A""",chr17,63938554,63972918,-
"""SCN4B""",chr11,118133377,118152915,-
"""SCN5A""",chr3,38548062,38649673,-
"""SCN7A""",chr2,166403573,166486971,-
"""SCN8A""",chr12,51591236,51812864,+
"""SCN9A""",chr2,166195187,166375987,-
"""SCNM1""",chr1,151166022,151170297,+
"""SCNN1A""",chr12,6346843,6377357,-
"""SCNN1B""",chr16,23302270,23381299,+
"""SCNN1D""",chr1,1280436,1292029,+
"""SCNN1G""",chr16,23182719,23216879,+
"""SCO1""",chr17,10680332,10697568,-
"""SCO2""",chr22,50523568,50526439,-
"""SCOC""",chr4,140257286,140382556,+
"""SCOC-AS1""",chr4,140283726,140373392,-
"""SCP2""",chr1,52927229,53051617,+
"""SCP2D1""",chr20,18813726,18814391,+
"""SCPEP1""",chr17,56978107,57006768,+
"""SCRG1""",chr4,173388148,173399466,-
"""SCRIB""",chr8,267967,143815379,-
"""SCRN1""",chr7,29920103,29990289,-
"""SCRN2""",chr17,47837681,47841333,-
"""SCRN3""",chr2,174395729,174429575,+
"""SCRT1""",chr8,144330565,144336281,-
"""SCRT2""",chr20,661596,676179,-
"""SCT""",chr11,156212,627173,-
"""SCTR""",chr2,119439843,119524452,-
"""SCUBE1""",chr22,43203223,43343388,-
"""SCUBE2""",chr11,9019500,9091603,-
"""SCUBE3""",chr6,35214062,35253079,+
"""SCX""",chr8,144266558,144268483,+
"""SCYL1""",chr11,65525077,65538711,+
"""SCYL2""",chr12,100267771,100340136,+
"""SCYL3""",chr1,169853076,169893959,-
"""SDAD1""",chr4,75949906,75990962,-
"""SDC1""",chr2,20200797,20225433,-
"""SDC2""",chr8,96493654,96611809,+
"""SDC3""",chr1,30869466,30908633,-
"""SDC4""",chr20,45325289,45348424,-
"""SDC4P""",chr22,30481290,30481756,-
"""SDCBP""",chr8,58553169,58582860,+
"""SDCBP2""",chr20,1309911,1329235,-
"""SDCBP2-AS1""",chr20,1325343,1378735,+
"""SDCCAG3""",chr9,136401922,136410602,-
"""SDCCAG8""",chr1,268113,243500091,+
"""SDE2""",chr1,225982702,225999365,-
"""SDF2""",chr17,28648356,28662189,-
"""SDF2L1""",chr22,21642253,21644299,+
"""SDF4""",chr1,1216908,1232067,-
"""SDHA""",chr5,218223,257082,+
"""SDHAF1""",chr19,35995188,35996318,+
"""SDHAF2""",chr11,61430125,61446767,+
"""SDHAF3""",chr7,97116593,97181763,+
"""SDHAF4""",chr6,70566922,70588903,+
"""SDHAP1""",chr3,195959921,195990279,-
"""SDHAP2""",chr3,28536,195688864,+
"""SDHAP3""",chr5,1571958,1594531,-
"""SDHB""",chr1,17018726,17054170,-
"""SDHC""",chr1,161314376,161364745,+
"""SDHD""",chr11,112086824,112095801,+
"""SDK1""",chr7,3301448,4268999,+
"""SDK2""",chr17,73334384,73644088,-
"""SDPR""",chr2,191834306,191847280,-
"""SDR16C5""",chr8,56300011,56320682,-
"""SDR16C6P""",chr8,56374718,56390710,-
"""SDR39U1""",chr14,24439766,24442905,-
"""SDR42E1""",chr16,81997646,82011488,-
"""SDR9C7""",chr12,56923154,56934405,-
"""SDS""",chr12,113392446,113403887,-
"""SDSL""",chr12,113422390,113438276,+
"""SEBOX""",chr17,28364268,28365151,-
"""SEC11A""",chr15,84669537,84716460,-
"""SEC11C""",chr18,59139857,59158837,+
"""SEC13""",chr3,10300929,10321188,-
"""SEC14L1""",chr17,77088643,77217099,+
"""SEC14L1P1""",chr11,43897303,43899874,+
"""SEC14L2""",chr22,30396941,30425303,+
"""SEC14L3""",chr22,30459229,30472047,-
"""SEC14L4""",chr22,30488906,30505711,-
"""SEC14L5""",chr16,4958317,5019155,+
"""SEC14L6""",chr22,30524930,30546682,-
"""SEC16A""",chr9,136440096,136483759,-
"""SEC16B""",chr1,177929107,177969915,-
"""SEC1P""",chr19,48638039,48682245,+
"""SEC22A""",chr3,123201927,123274135,+
"""SEC22B""",chr1,120155942,120176521,-
"""SEC22C""",chr3,42547967,42601080,-
"""SEC23A""",chr14,39031919,39103233,-
"""SEC23B""",chr20,18507544,18561415,+
"""SEC23IP""",chr10,119892573,119944658,+
"""SEC24A""",chr5,134648785,134727911,+
"""SEC24B""",chr4,109433772,109540459,+
"""SEC24B-AS1""",chr4,109429963,109433817,-
"""SEC24C""",chr10,73744373,73772175,+
"""SEC24D""",chr4,118722823,118836171,-
"""SEC31A""",chr4,82818661,82891280,-
"""SEC31B""",chr10,100486646,100519838,-
"""SEC61A1""",chr3,128052369,128071683,+
"""SEC61A2""",chr10,12129641,12169958,+
"""SEC61B""",chr9,99222288,99230619,+
"""SEC61G""",chr7,54752247,54759246,-
"""SEC62""",chr3,169966792,169998373,+
"""SEC63""",chr6,107867756,107958278,-
"""SECISBP2""",chr9,89318473,89359663,+
"""SECISBP2L""",chr15,48988639,49046563,-
"""SECTM1""",chr17,82321024,82334045,-
"""SEH1L""",chr18,12947984,12987536,+
"""SEL1L""",chr14,81471547,81533861,-
"""SEL1L2""",chr20,13849398,13995333,-
"""SEL1L3""",chr4,25747427,25863595,-
"""SELE""",chr1,169722640,169734079,-
"""SELENBP1""",chr1,151364302,151372734,-
"""SELK""",chr3,53885199,53891962,-
"""SELL""",chr1,169690665,169711702,-
"""SELM""",chr22,31104777,31107565,-
"""SELO""",chr22,50200979,50217616,+
"""SELP""",chr1,169588850,169630139,-
"""SELPLG""",chr12,108621904,108633894,-
"""SELT""",chr3,150603279,150630447,+
"""SELV""",chr19,39515113,39520686,+
"""SEMA3A""",chr7,83958343,84194901,-
"""SEMA3B""",chr3,50267558,50277171,+
"""SEMA3B-AS1""",chr3,50266641,50267371,-
"""SEMA3C""",chr7,80742538,80919351,-
"""SEMA3D""",chr7,84995556,85121931,-
"""SEMA3E""",chr7,83363906,83649163,-
"""SEMA3F""",chr3,50155415,50189075,+
"""SEMA3G""",chr3,52433252,52445027,-
"""SEMA4A""",chr1,156149944,156177751,+
"""SEMA4B""",chr15,90184920,90229660,+
"""SEMA4C""",chr2,96859736,96869998,-
"""SEMA4D""",chr9,89360791,89479696,-
"""SEMA4F""",chr2,74654228,74683854,+
"""SEMA4G""",chr10,100972529,100985616,+
"""SEMA5A""",chr5,9035026,9546121,-
"""SEMA5B""",chr3,122909193,123028605,-
"""SEMA6A""",chr5,116443555,116574926,-
"""SEMA6A-AS1""",chr5,116447498,116471673,+
"""SEMA6B""",chr19,4542588,4559759,-
"""SEMA6C""",chr1,151131687,151146664,-
"""SEMA6D""",chr15,47184206,47774223,+
"""SEMA7A""",chr15,74409289,74433958,-
"""SEMG1""",chr20,45206997,45209773,+
"""SEMG2""",chr20,45221369,45224458,+
"""SENCR""",chr11,128691672,128696023,-
"""SENP1""",chr12,48042898,48106308,-
"""SENP2""",chr3,185586243,185631097,+
"""SENP3""",chr17,7561992,7571969,+
"""SENP3-EIF4A1""",chr17,7561992,7579006,+
"""SENP5""",chr3,196867856,196934713,+
"""SENP6""",chr6,75601509,75718285,+
"""SENP7""",chr3,101324189,101513241,-
"""SENP8""",chr15,72114258,72140970,+
"""SEP15""",chr1,86862445,86914424,-
"""SEPHS1""",chr10,13317438,13348298,-
"""SEPHS2""",chr16,30443625,30445975,-
"""SEPN1""",chr1,25800176,25818222,+
"""SEPP1""",chr5,42799880,42811922,-
"""SEPSECS""",chr4,25120005,25160582,-
"""SEPSECS-AS1""",chr4,25160672,25198505,+
"""SEPT1""",chr16,30378133,30382850,-
"""SEPT10""",chr2,109542797,109614206,-
"""SEPT11""",chr4,76949714,77038615,+
"""SEPT12""",chr16,4777614,4788521,-
"""SEPT14""",chr7,55793544,55862789,-
"""SEPT2""",chr2,241315187,241354026,+
"""SEPT3""",chr22,41976927,41998221,+
"""SEPT4""",chr17,58520250,58540818,-
"""SEPT4-AS1""",chr17,58519837,58556925,+
"""SEPT5""",chr22,19714464,19723322,+
"""SEPT5-GP1BB""",chr22,19717220,19724774,+
"""SEPT6""",chrX,119615725,119693370,-
"""SEPT7""",chr7,35800986,35907105,+
"""SEPT7-AS1""",chr7,35754964,35800625,-
"""SEPT7P2""",chr7,45723787,45769018,-
"""SEPT7P9""",chr10,38383070,38402852,-
"""SEPT8""",chr5,132750817,132777869,-
"""SEPT9""",chr17,77281410,77500596,+
"""SEPW1""",chr19,47778585,47784686,+
"""SERAC1""",chr6,158109504,158168280,-
"""SERBP1""",chr1,67407810,67430440,-
"""SERF1A""",chr5,250577,70918530,+
"""SERF1B""",chr5,250583,70918524,+
"""SERF2""",chr15,43777096,43796089,+
"""SERF2-C15ORF63""",chr15,43791976,43802571,+
"""SERGEF""",chr11,17788050,18013162,-
"""SERHL""",chr22,42500579,42512560,+
"""SERHL2""",chr22,42553862,42574382,+
"""SERINC1""",chr6,122443348,122471807,-
"""SERINC2""",chr1,31409565,31434680,+
"""SERINC3""",chr20,44496223,44522085,-
"""SERINC4""",chr15,43794174,43800097,-
"""SERINC5""",chr5,80111227,80256082,-
"""SERP1""",chr3,150541993,150546641,-
"""SERP2""",chr13,44373842,44397714,+
"""SERPINA1""",chr14,1493319,94390692,-
"""SERPINA10""",chr14,1397875,94293271,-
"""SERPINA11""",chr14,94442464,94452785,-
"""SERPINA12""",chr14,94487274,94517844,-
"""SERPINA13P""",chr14,94640725,94646994,+
"""SERPINA2""",chr14,1478202,94366702,-
"""SERPINA3""",chr14,94612377,94624053,+
"""SERPINA4""",chr14,94561420,94569913,+
"""SERPINA5""",chr14,94581369,94593120,+
"""SERPINA6""",chr14,1418810,94323351,-
"""SERPINA7""",chrX,106033199,106038727,-
"""SERPINA9""",chr14,94462721,94476333,-
"""SERPINB1""",chr6,2832332,2842049,-
"""SERPINB10""",chr18,63915511,63935242,+
"""SERPINB11""",chr18,63702304,63723893,+
"""SERPINB12""",chr18,63556160,63569327,+
"""SERPINB13""",chr18,63587300,63599199,+
"""SERPINB2""",chr18,63887705,63903890,+
"""SERPINB3""",chr18,63655197,63661963,-
"""SERPINB4""",chr18,63637259,63644319,-
"""SERPINB5""",chr18,63476911,63505085,+
"""SERPINB6""",chr6,2948159,2972165,-
"""SERPINB7""",chr18,63753047,63805376,+
"""SERPINB8""",chr18,63970029,63989374,+
"""SERPINB9""",chr6,2887266,2903312,-
"""SERPINB9P1""",chr6,2854657,2876510,-
"""SERPINC1""",chr1,173903804,173917378,-
"""SERPIND1""",chr22,20774095,20787720,+
"""SERPINE1""",chr7,101127089,101139266,+
"""SERPINE2""",chr2,223975048,224039319,-
"""SERPINE3""",chr13,51341032,51362103,+
"""SERPINF1""",chr17,1761965,1777565,+
"""SERPINF2""",chr17,171788,1755265,+
"""SERPING1""",chr11,57597554,57614853,+
"""SERPINH1""",chr11,75562056,75572804,+
"""SERPINI1""",chr3,167735644,167825569,+
"""SERPINI2""",chr3,167441789,167474132,-
"""SERTAD1""",chr19,40422501,40426025,-
"""SERTAD2""",chr2,64631621,64653912,-
"""SERTAD3""",chr19,40440841,40444375,-
"""SERTAD4""",chr1,210232850,210243095,+
"""SERTAD4-AS1""",chr1,210231459,210234121,-
"""SERTM1""",chr13,36673912,36697838,+
"""SESN1""",chr6,108986437,109094505,-
"""SESN2""",chr1,28259452,28282491,+
"""SESN3""",chr11,95165513,95232541,-
"""SESTD1""",chr2,179101692,179264623,-
"""SET""",chr9,128683655,128696396,+
"""SETBP1""",chr18,44680173,45068510,+
"""SETD1A""",chr16,30957294,30984662,+
"""SETD1B""",chr12,121804732,121832656,+
"""SETD2""",chr3,47016408,47163977,-
"""SETD3""",chr14,99397746,99480889,-
"""SETD4""",chr21,36034541,36060818,-
"""SETD5""",chr3,9397700,9478154,+
"""SETD6""",chr16,58515479,58520527,+
"""SETD7""",chr4,139495935,139556769,-
"""SETD8""",chr12,123384157,123409353,+
"""SETD9""",chr5,56909260,56925532,+
"""SETDB1""",chr1,150926339,150964744,+
"""SETDB2""",chr13,49444293,49495003,+
"""SETMAR""",chr3,4303304,4317265,+
"""SETSIP""",chr1,92074436,92075472,-
"""SETX""",chr9,132261440,132354985,-
"""SEZ6""",chr17,28954929,29006440,-
"""SEZ6L""",chr22,26169474,26383597,+
"""SEZ6L2""",chr16,29871159,29899264,-
"""SF1""",chr11,64764604,64778844,-
"""SF3A1""",chr22,30331988,30356947,-
"""SF3A2""",chr19,2236817,2248679,+
"""SF3A3""",chr1,37956980,37990089,-
"""SF3B1""",chr2,197391974,197435093,-
"""SF3B2""",chr11,66052345,66068911,+
"""SF3B3""",chr16,70523788,70577668,+
"""SF3B4""",chr1,149923317,149928252,-
"""SF3B5""",chr6,144094881,144095617,-
"""SF3B6""",chr2,24067584,24076444,-
"""SFI1""",chr22,31496139,31618551,+
"""SFMBT1""",chr3,52903567,53046073,-
"""SFMBT2""",chr10,7158624,7411486,-
"""SFN""",chr1,26863142,26864456,+
"""SFPQ""",chr1,35183600,35193142,-
"""SFR1""",chr10,104122058,104126385,+
"""SFRP1""",chr8,41261957,41309471,-
"""SFRP2""",chr4,153780590,153789076,-
"""SFRP4""",chr7,37905933,37916923,-
"""SFRP5""",chr10,97766751,97771999,-
"""SFSWAP""",chr12,131711087,131799738,+
"""SFT2D1""",chr6,166319728,166342606,-
"""SFT2D2""",chr1,168226017,168242850,+
"""SFT2D3""",chr2,127701023,127703833,+
"""SFTA1P""",chr10,10784439,10794914,-
"""SFTA2""",chr6,2186502,30932175,-
"""SFTA3""",chr14,36473289,36513785,-
"""SFTPA1""",chr10,79610939,79615443,+
"""SFTPA2""",chr10,79555852,79560407,-
"""SFTPB""",chr2,85657317,85668741,-
"""SFTPC""",chr8,22161671,22164478,+
"""SFTPD""",chr10,79937740,79949105,-
"""SFXN1""",chr5,175478511,175528618,+
"""SFXN2""",chr10,102714541,102739189,+
"""SFXN3""",chr10,101031239,101041241,+
"""SFXN4""",chr10,119140913,119165692,-
"""SFXN5""",chr2,72942036,73071836,-
"""SGCA""",chr17,50166005,50175932,+
"""SGCB""",chr4,52020695,52038319,-
"""SGCD""",chr5,156326757,156767787,+
"""SGCE""",chr7,94585224,94656209,-
"""SGCG""",chr13,23180921,23325165,+
"""SGCZ""",chr8,14089864,15238283,-
"""SGF29""",chr16,28553928,28591790,+
"""SGIP1""",chr1,66533569,66751139,+
"""SGK1""",chr6,134169246,134318058,-
"""SGK2""",chr20,43558995,43585633,+
"""SGK223""",chr8,8317736,8381834,-
"""SGK3""",chr8,66712418,66862022,+
"""SGK494""",chr17,28607964,28614193,-
"""SGMS1""",chr10,50305585,50623977,-
"""SGMS1-AS1""",chr10,50624951,50631636,+
"""SGMS2""",chr4,107824565,107915047,+
"""SGOL1""",chr3,20160593,20186233,-
"""SGOL1-AS1""",chr3,20174244,20186427,+
"""SGOL2""",chr2,200526142,200584095,+
"""SGPL1""",chr10,70815948,70881175,+
"""SGPP1""",chr14,63684216,63728095,-
"""SGPP2""",chr2,222424603,222558898,+
"""SGSH""",chr17,80209280,80220400,-
"""SGSM1""",chr22,24806221,24926846,+
"""SGSM2""",chr17,2337512,2381054,+
"""SGSM3""",chr22,40370562,40410289,+
"""SGTA""",chr19,2754714,2783356,-
"""SGTB""",chr5,65665928,65722114,-
"""SH2B1""",chr16,28846600,28874213,+
"""SH2B2""",chr7,102285062,102321711,+
"""SH2B3""",chr12,111405948,111451623,+
"""SH2D1A""",chrX,124346282,124373161,+
"""SH2D1B""",chr1,162395266,162412138,-
"""SH2D2A""",chr1,156806243,156816848,-
"""SH2D3A""",chr19,6752162,6767512,-
"""SH2D3C""",chr9,127738317,127778769,-
"""SH2D4A""",chr8,19313570,19396218,+
"""SH2D4B""",chr10,80537902,80646560,+
"""SH2D5""",chr1,20719732,20732640,-
"""SH2D6""",chr2,85434795,85437029,+
"""SH2D7""",chr15,78092585,78104051,+
"""SH3BGR""",chr21,39445871,39515506,+
"""SH3BGRL""",chrX,81201804,81298547,+
"""SH3BGRL2""",chr6,79631283,79703652,+
"""SH3BGRL3""",chr1,26279722,26281522,+
"""SH3BP1""",chr22,37639677,37656043,+
"""SH3BP2""",chr4,2793023,2841096,+
"""SH3BP4""",chr2,234951984,235055714,+
"""SH3BP5""",chr3,15254356,15341394,-
"""SH3BP5-AS1""",chr3,15254184,15264498,+
"""SH3BP5L""",chr1,248810452,248825955,-
"""SH3D19""",chr4,151120281,151228030,-
"""SH3D21""",chr1,36306393,36321347,+
"""SH3GL1""",chr19,4360367,4400568,-
"""SH3GL1P1""",chr17,32040336,32042832,+
"""SH3GL1P2""",chr17,30624318,30626807,+
"""SH3GL2""",chr9,17578954,17797128,+
"""SH3GL3""",chr15,83447228,83618741,+
"""SH3GLB1""",chr1,86704570,86748184,+
"""SH3GLB2""",chr9,129007793,129028353,-
"""SH3KBP1""",chrX,19533965,19887626,-
"""SH3PXD2A""",chr10,103594027,103855406,-
"""SH3PXD2A-AS1""",chr10,103746779,103755409,+
"""SH3PXD2B""",chr5,172325181,172454523,-
"""SH3RF1""",chr4,169094256,169271098,-
"""SH3RF2""",chr5,145936563,146063316,+
"""SH3RF3""",chr2,109129541,109504636,+
"""SH3RF3-AS1""",chr2,109127328,109130119,-
"""SH3TC1""",chr4,8199333,8241103,+
"""SH3TC2""",chr5,148982150,149063174,-
"""SH3YL1""",chr2,218136,264866,-
"""SHANK1""",chr19,50661827,50716938,-
"""SHANK2""",chr11,70467856,71224796,-
"""SHANK2-AS1""",chr11,70631094,70635490,+
"""SHANK2-AS3""",chr11,70862790,70865115,+
"""SHANK3""",chr22,50674642,50733212,+
"""SHARPIN""",chr8,144098633,144104237,-
"""SHB""",chr9,37915898,38069213,-
"""SHBG""",chr17,7614064,7633383,+
"""SHC1""",chr1,154962298,154974483,-
"""SHC2""",chr19,416583,460996,-
"""SHC3""",chr9,89005771,89178767,-
"""SHC4""",chr15,48823737,48963444,-
"""SHCBP1""",chr16,46580556,46621399,-
"""SHCBP1L""",chr1,182899865,182953418,-
"""SHD""",chr19,4278601,4290723,+
"""SHE""",chr1,154479478,154502050,-
"""SHF""",chr15,45167214,45201175,-
"""SHFM1""",chr7,96688767,96709891,-
"""SHH""",chr7,155799984,155812273,-
"""SHISA2""",chr13,26044597,26051060,-
"""SHISA3""",chr4,42397839,42402487,+
"""SHISA4""",chr1,201888669,201892587,+
"""SHISA5""",chr3,48467798,48504826,-
"""SHISA6""",chr17,11241423,11564063,+
"""SHISA7""",chr19,55428738,55442863,-
"""SHISA8""",chr22,41909554,41914667,-
"""SHISA9""",chr16,12901620,13240416,+
"""SHKBP1""",chr19,40576851,40591399,+
"""SHMT1""",chr17,18327860,18363563,-
"""SHMT2""",chr12,57229573,57234935,+
"""SHOC2""",chr10,110919543,111013667,+
"""SHOX""",chrX,624344,659411,+
"""SHOX2""",chr3,158096011,158106163,-
"""SHPK""",chr17,3608262,3636322,-
"""SHPRH""",chr6,145884809,145964097,-
"""SHQ1""",chr3,72749277,72848447,-
"""SHROOM1""",chr5,132822141,132830898,-
"""SHROOM2""",chrX,9786456,9949441,+
"""SHROOM3""",chr4,76435100,76783252,+
"""SHROOM4""",chrX,50591645,50814044,-
"""SHTN1""",chr10,116883377,117126586,-
"""SI""",chr3,164978898,165078495,-
"""SIAE""",chr11,124635789,124676303,-
"""SIAH1""",chr16,48360536,48385318,-
"""SIAH2""",chr3,150741123,150763476,-
"""SIAH3""",chr13,45780281,45851711,-
"""SIDT1""",chr3,113532371,113629575,+
"""SIDT2""",chr11,117179223,117197445,+
"""SIGIRR""",chr11,405716,417397,-
"""SIGLEC1""",chr20,3686970,3707128,-
"""SIGLEC10""",chr19,51410021,51417803,-
"""SIGLEC11""",chr19,49948993,49961172,-
"""SIGLEC12""",chr19,51491227,51501789,-
"""SIGLEC14""",chr19,51642553,51646879,-
"""SIGLEC15""",chr18,45825580,45842556,+
"""SIGLEC16""",chr19,49969600,49973531,+
"""SIGLEC17P""",chr19,51167328,51173524,+
"""SIGLEC5""",chr19,51611503,51630474,-
"""SIGLEC6""",chr19,51519530,51531856,-
"""SIGLEC7""",chr19,51142301,51153526,+
"""SIGLEC8""",chr19,51450997,51458454,-
"""SIGLEC9""",chr19,51124880,51136263,+
"""SIGLECL1""",chr19,51251078,51269328,+
"""SIGMAR1""",chr9,34634722,34637826,-
"""SIK1""",chr21,6111140,43427122,+
"""SIK2""",chr11,111602391,111726917,+
"""SIK3""",chr11,116843402,117098415,-
"""SIKE1""",chr1,114769484,114780687,-
"""SIL1""",chr5,138946721,139198376,-
"""SIM1""",chr6,100388874,100463675,-
"""SIM2""",chr21,36699133,36749917,+
"""SIMC1""",chr5,176238359,176345991,+
"""SIN3A""",chr15,75369379,75455783,-
"""SIN3B""",chr19,16829387,16880353,+
"""SIPA1""",chr11,65638107,65650920,+
"""SIPA1L1""",chr14,71529312,71741229,+
"""SIPA1L2""",chr1,232397966,232515608,-
"""SIPA1L3""",chr19,37907221,38208372,+
"""SIRPA""",chr20,1894167,1939894,+
"""SIRPB1""",chr20,1564383,1620043,-
"""SIRPB2""",chr20,1474591,1491587,-
"""SIRPD""",chr20,1534251,1557697,-
"""SIRPG""",chr20,1629152,1657779,-
"""SIRPG-AS1""",chr20,1633508,1648473,+
"""SIRT1""",chr10,67884669,67918390,+
"""SIRT2""",chr19,38878555,38899862,-
"""SIRT3""",chr11,215030,236362,-
"""SIRT4""",chr12,120302321,120313242,+
"""SIRT5""",chr6,13574529,13615158,+
"""SIRT6""",chr19,4174109,4182599,-
"""SIRT7""",chr17,81911939,81918182,-
"""SIT1""",chr9,35649301,35650950,-
"""SIVA1""",chr14,104753133,104759659,+
"""SIX1""",chr14,60644699,60649437,-
"""SIX2""",chr2,45005185,45009403,-
"""SIX3""",chr2,44941898,44946077,+
"""SIX3-AS1""",chr2,44940154,44941878,-
"""SIX4""",chr14,60709538,60724134,-
"""SIX5""",chr19,45764785,45769239,-
"""SIX6""",chr14,60509220,60511807,+
"""SKA1""",chr18,82829,50394168,+
"""SKA2""",chr17,59109947,59155439,-
"""SKA3""",chr13,21153595,21176602,-
